date,close,ret_1d,log_ret_1d,ma_5,ma_10,ma_20,price_over_ma_5,price_over_ma_10,price_over_ma_20,vol_10d,vol_20d,rsi_14,target_up
2000-02-01,3701.780029296875,0.03689863690062012,0.03623417799025837,3586.46396484375,3683.4979736328123,3628.6699951171877,1.0321531362320961,1.004963232176298,1.0201478873190635,0.032031217566804576,0.03753234841406206,56.083962690608764,1
2000-02-02,3724.4599609375,0.006126763735589291,0.00610807142869799,3607.11396484375,3676.85498046875,3637.5829956054686,1.03253182384517,1.0129472009969458,1.023883156875592,0.03194723506092308,0.03423588332361575,59.85059212230848,1
2000-02-03,3851.159912109375,0.034018341585281275,0.03345251440597366,3658.715966796875,3677.79697265625,3654.77548828125,1.0525987660859557,1.0471377133490638,1.0537336491551441,0.03359532546525898,0.03475494309430241,59.61673717249171,1
2000-02-04,3874.3701171875,0.006026808963487618,0.00600872039154051,3744.364013671875,3680.23798828125,3681.4534912109375,1.034720476706039,1.0527498845249716,1.052402298830375,0.03364182997281322,0.03241221735611483,57.226972096624046,1
2000-02-07,3933.340087890625,0.015220531059106035,0.01510586087302732,3817.022021484375,3707.4760009765623,3701.640490722656,1.0304735120079334,1.0609212539351756,1.0625937601851592,0.02861484934568923,0.030502850573557207,57.44200958842395,1
2000-02-08,4062.77001953125,0.03290585831596271,0.032376051730856774,3889.22001953125,3737.8419921875,3718.90849609375,1.0446233432740886,1.0869293105548294,1.0924630234378403,0.029114848505961365,0.02922732372929678,60.654941221257864,0
2000-02-09,3968.4599609375,-0.02321324075455078,-0.023486911513541767,3938.02001953125,3772.5669921875,3740.1139892578126,1.0077297579126765,1.0519256435089606,1.0610532118367335,0.026974972413258184,0.02740089267866338,54.802543739026575,1
2000-02-10,4090.0,0.03062650001734868,0.030166869775032138,3985.788037109375,3822.252001953125,3770.706994628906,1.026145886815949,1.0700498025535885,1.0846772252062817,0.02699679265215302,0.027285587726305436,58.377655540128636,0
2000-02-11,3968.889892578125,-0.029611273208282385,-0.030058538493438203,4004.6919921875,3874.5280029296873,3788.5474853515625,0.9910599617450683,1.0243544219004448,1.0476019920362243,0.02449561722062177,0.027616303400085817,61.28171032991711,1
2000-02-14,3986.1298828125,0.004343781435361516,0.0043343744482084645,4015.249951171875,3916.135986328125,3802.616979980469,0.9927476324728237,1.0178732037724776,1.048259633772785,0.023453170723801684,0.027186971495143594,58.84156957138124,1
2000-02-15,3997.030029296875,0.0027345186446068315,0.002730786650421673,4002.101953125,3945.660986328125,3814.579479980469,0.9987326850021488,1.0130191223084664,1.047829793630972,0.021785432247733685,0.02707335114476805,66.2436631240457,1
2000-02-16,3997.969970703125,0.00023515995610745577,0.00023513231033901107,4008.003955078125,3973.0119873046874,3824.933483886719,0.9974965133549115,1.0062818797119637,1.045239083907042,0.021911129638613257,0.0270462673650368,67.91714219994138,1
2000-02-17,4125.3798828125,0.031868651601444364,0.031371383379151276,4015.079931640625,4000.433984375,3839.115478515625,1.0274714210052611,1.0312330859415546,1.0745651976083714,0.021641097976812594,0.027713631455594585,80.59435707067811,0
2000-02-18,3965.75,-0.0386945899158434,-0.039463116042965145,4014.451953125,4009.57197265625,3844.90498046875,0.9878683432524112,0.9890706606702413,1.031429910529679,0.026151359877297425,0.029339602078033482,67.26740854819063,1
2000-02-22,3969.1298828125,0.0008522682500158307,0.000851905275650549,4011.051953125,4013.1509521484377,3860.3134765625,0.9895483601802169,0.9890307965334892,1.0281884895904614,0.025763283809047757,0.026694773125626636,63.13823118228169,1
2000-02-23,4170.08984375,0.05063073441051036,0.0493906832603251,4045.663916015625,4023.8829345703125,3880.8624633789063,1.0307553791707236,1.0363347819897002,1.0745265731780855,0.02849011278477186,0.02816065652249488,68.6342188484137,1
2000-02-24,4253.0498046875,0.019894046422485934,0.019698745844302184,4096.6798828125,4052.3419189453125,3912.454455566406,1.0381699147475607,1.0495288625088244,1.0870541377514351,0.02734530633495425,0.02646111819554623,67.44328926319383,0
2000-02-25,4178.580078125,-0.017509723605969363,-0.017664832087663215,4107.319921875,4061.1999267578126,3941.725964355469,1.0173495509493864,1.0289028251462853,1.060088934621882,0.027009584440288777,0.026861500657789233,62.64118364300933,0
2000-02-28,4162.1298828125,-0.003936790729132444,-0.0039445602878766355,4146.5958984375,4080.52392578125,3977.5259643554687,1.0037462016447884,1.0199988919353355,1.0464117444138281,0.024715272694947638,0.02442695763883204,59.85542920735681,1
2000-02-29,4266.93994140625,0.025181832750237554,0.024869994662351336,4206.15791015625,4108.604931640625,4012.370458984375,1.0144507249961383,1.0385374141344856,1.0634461560875694,0.02551667485414309,0.02395089478801518,58.98548320269009,1
