index,date,close,high,low,open,volume,log_return,ma5,ma20,volatility,rsi,target_next_day_return,target_next_week_return,target_direction
20,2000-02-01,3701.780029296875,3703.590087890625,3544.929931640625,3580.2900390625,1398240000,0.03623417799025837,3586.46396484375,3628.6699951171877,0.03753234841406206,56.08396269121563,0.00610807142869799,0.09305121883009626,1
21,2000-02-02,3724.4599609375,3785.360107421875,3693.949951171875,3700.199951171875,1527880000,0.00610807142869799,3607.11396484375,3637.5829956054686,0.03423588332361575,59.85059212297865,0.03345251440597366,0.0634562358878565,1
22,2000-02-03,3851.159912109375,3857.340087890625,3704.22998046875,3726.1298828125,1722330000,0.03345251440597366,3658.715966796875,3654.77548828125,0.03475494309430241,59.61673717316315,0.00600872039154051,0.06017059125691506,1
23,2000-02-04,3874.3701171875,3929.81005859375,3856.830078125,3858.60009765625,1751450000,0.00600872039154051,3744.364013671875,3681.4534912109375,0.03241221735611483,57.226972097306714,0.01510586087302732,0.024103332371936396,1
24,2000-02-07,3933.340087890625,3933.75,3858.889892578125,3873.429931640625,1625540000,0.01510586087302732,3817.022021484375,3701.640490722656,0.030502850573557207,57.442009589105744,0.032376051730856774,0.013331845947117334,1
25,2000-02-08,4062.77001953125,4063.7900390625,3932.239990234375,3932.239990234375,1971180000,0.032376051730856774,3889.22001953125,3718.90849609375,0.02922732372929678,60.65494122192343,-0.023486911513541767,-0.016313419133317766,0
26,2000-02-09,3968.4599609375,4087.840087890625,3966.330078125,4061.739990234375,1775590000,-0.023486911513541767,3938.02001953125,3740.1139892578126,0.02740089267866338,54.80254373960812,0.030166869775032138,0.007408624690563156,1
27,2000-02-10,4090.0,4090.070068359375,3956.89990234375,3974.830078125,1813590000,0.030166869775032138,3985.788037109375,3770.706994628906,0.027285587726305436,58.37765554069912,-0.030058538493438203,0.008613138294682323,0
28,2000-02-11,3968.889892578125,4090.260009765625,3933.780029296875,4090.260009765625,1738590000,-0.030058538493438203,4004.6919921875,3788.5474853515625,0.027616303400085817,61.28171033054577,0.0043343744482084645,-0.000791439254844648,1
29,2000-02-14,3986.1298828125,4005.590087890625,3918.8701171875,3969.949951171875,1600850000,0.0043343744482084645,4015.249951171875,3802.616979980469,0.027186971495143594,58.841569572022905,0.002730786650421673,-0.004273908427402671,1
30,2000-02-15,3997.030029296875,4024.1298828125,3848.3701171875,3983.85009765625,1708930000,0.002730786650421673,4002.101953125,3814.579479980469,0.02707335114476805,66.24366312484739,0.00023513231033901107,0.0423859881825008,1
31,2000-02-16,3997.969970703125,4063.580078125,3982.550048828125,3997.030029296875,1782130000,0.00023513231033901107,4008.003955078125,3824.933483886719,0.0270462673650368,67.91714220078305,0.031371383379151276,0.06184960171646411,1
32,2000-02-17,4125.3798828125,4127.35009765625,3993.570068359375,4012.2900390625,2008440000,0.031371383379151276,4015.079931640625,3839.115478515625,0.027713631455594585,80.59435707169453,-0.039463116042965145,0.012813386249649459,0
33,2000-02-18,3965.75,4135.60009765625,3959.830078125,4130.5498046875,1898410000,-0.039463116042965145,4014.451953125,3844.90498046875,0.029339602078033482,67.26740854901254,0.000851905275650549,0.048331942004738095,1
34,2000-02-22,3969.1298828125,4001.070068359375,3856.02001953125,3970.530029296875,1772290000,0.000851905275650549,4011.051953125,3860.3134765625,0.026694773125626636,63.13823118315047,0.0493906832603251,0.07235003139143885,1
35,2000-02-23,4170.08984375,4198.16015625,3966.0,3966.0,1892800000,0.0493906832603251,4045.663916015625,3880.8624633789063,0.02816065652249488,68.63421884921729,0.019698745844302184,0.0327705441208252,1
36,2000-02-24,4253.0498046875,4253.75,4099.39013671875,4169.66015625,1944050000,0.019698745844302184,4096.6798828125,3912.454455566406,0.02646111819554623,67.44328926401346,-0.017664832087663215,-0.004427803559124884,0
37,2000-02-25,4178.580078125,4297.4599609375,4169.33984375,4254.56005859375,1825500000,-0.017664832087663215,4107.319921875,3941.725964355469,0.026861500657789233,62.64118364373817,-0.0039445602878766355,0.06132909579385189,0
38,2000-02-28,4162.1298828125,4224.9501953125,4024.080078125,4178.580078125,1798070000,-0.0039445602878766355,4146.5958984375,3977.5259643554687,0.02442695763883204,59.855429208078746,0.024869994662351336,0.06848938418534058,1
39,2000-02-29,4266.93994140625,4269.759765625,4174.75,4174.75,2088840000,0.024869994662351336,4206.15791015625,4012.370458984375,0.02395089478801518,58.985483203416955,0.009811195989711445,0.02862136409481707,1
40,2000-03-01,4309.009765625,4346.41015625,4269.66015625,4275.72021484375,2232340000,0.009811195989711445,4233.94189453125,4042.7319458007814,0.023077517645439815,65.70990622881251,-0.017499601835647836,0.03122475271943703,0
41,2000-03-02,4234.259765625,4337.64990234375,4197.97998046875,4311.97021484375,2137080000,-0.017499601835647836,4230.18388671875,4068.2219360351564,0.023751468857484335,56.95509616801612,0.04809206726531346,0.07985630288429925,1
42,2000-03-03,4442.8701171875,4442.8701171875,4257.52978515625,4257.52978515625,2136530000,0.04809206726531346,4283.04189453125,4097.807446289063,0.0248297016972091,71.0736583693693,0.0032157281036120605,0.03196053986223623,1
43,2000-03-06,4457.18017578125,4528.68994140625,4436.60009765625,4448.47998046875,2015580000,0.0032157281036120605,4342.051953125,4126.94794921875,0.024844286612021132,70.99809806894577,-0.014998025428172274,-0.006839387208484691,0
44,2000-03-07,4390.830078125,4560.9599609375,4355.60986328125,4489.490234375,2156410000,-0.014998025428172274,4366.82998046875,4149.822448730469,0.025236596185485825,66.72755491609182,0.012414584614331472,-0.038028081783250685,1
45,2000-03-08,4445.68017578125,4470.27978515625,4266.8701171875,4409.97998046875,2020130000,0.012414584614331472,4394.1640625,4168.967956542969,0.024501831104307866,68.18466956102841,0.031131948329214214,-0.07365310615440832,1
46,2000-03-09,4586.259765625,4587.5498046875,4379.60009765625,4446.47998046875,2006810000,0.031131948329214214,4464.5640625,4199.857946777343,0.02426055560747371,68.52143574770022,0.00019630424325054813,-0.0521237385827497,1
47,2000-03-10,4587.16015625,4659.72021484375,4549.06982421875,4586.259765625,1992170000,0.00019630424325054813,4493.4220703125,4224.715954589844,0.023688368978327264,78.62453565044027,-0.03558419896710882,-0.03250536361050382,0
48,2000-03-13,4426.7998046875,4585.16015625,4387.740234375,4585.16015625,1736270000,-0.03558419896710882,4487.34599609375,4247.6114501953125,0.024155438268595914,68.4183284875838,-0.04618672000293826,-0.03813787730368385,0
49,2000-03-14,4226.990234375,4537.990234375,4226.7900390625,4448.6298828125,1977820000,-0.04618672000293826,4454.57802734375,4259.654467773437,0.02677849526996062,52.29200414453638,-0.02321043975682604,0.051263329318570805,0
50,2000-03-15,4130.009765625,4341.5400390625,4094.0400390625,4250.740234375,1937800000,-0.02321043975682604,4391.4439453125,4266.303454589844,0.027409644824486587,45.09918097318559,0.052661315900872745,0.1070828258852593,1
51,2000-03-16,4353.330078125,4353.58984375,4049.97998046875,4141.22998046875,2041510000,0.052661315900872745,4344.8580078125,4284.071459960937,0.029681321679508436,56.222619729026164,0.01981467921549631,0.06820742421291623,1
52,2000-03-17,4440.4501953125,4441.0,4326.759765625,4349.259765625,1691530000,0.01981467921549631,4315.516015625,4299.824975585938,0.02923482656412951,59.43573009706552,-0.04121671266028888,0.05502001134620716,0
53,2000-03-20,4261.14990234375,4460.3701171875,4260.919921875,4443.35009765625,1539860000,-0.04121671266028888,4282.38603515625,4314.594970703125,0.029373330887019496,49.81314154787756,0.04321448661931658,0.09902932749514241,1
54,2000-03-21,4449.330078125,4450.41015625,4155.33984375,4259.580078125,1753310000,0.04321448661931658,4326.85400390625,4338.60498046875,0.03066435053947381,54.138212281235305,0.03260905680986259,0.02968538822992723,1
55,2000-03-22,4596.81005859375,4639.1201171875,4449.22021484375,4449.22021484375,1769510000,0.03260905680986259,4420.2140625,4359.940991210938,0.029617946774915402,60.25223856897277,0.013785914228529757,-0.040599431593333395,1
56,2000-03-23,4660.6201171875,4704.2099609375,4547.0,4594.3701171875,1714160000,0.013785914228529757,4481.6720703125,4380.319506835937,0.029491391418585134,56.706803536279594,0.006627266348787213,-0.09218483760879462,1
57,2000-03-24,4691.60986328125,4816.35009765625,4608.919921875,4659.759765625,1688970000,0.006627266348787213,4531.90400390625,4405.97099609375,0.02902373615909543,57.1471103828052,0.0027926034886464972,-0.0646623022216502,1
58,2000-03-27,4704.72998046875,4781.18994140625,4687.60009765625,4687.60009765625,1380380000,0.0027926034886464972,4620.62001953125,4433.101000976562,0.028943791552532034,59.89096455778857,-0.026129452645898676,-0.14320204729600644,0
59,2000-03-28,4583.39013671875,4714.35009765625,4582.4501953125,4705.75,1490090000,-0.026129452645898676,4647.43203125,4448.923510742187,0.029447774830480836,54.16472235184321,-0.03767576301339813,-0.1276383677605748,0
60,2000-03-29,4413.919921875,4615.08984375,4408.60009765625,4583.81005859375,1738270000,-0.03767576301339813,4610.85400390625,4454.169018554688,0.030801949354262,44.87749005256149,-0.03779949178693147,-0.0909322733905596,0
61,2000-03-30,4250.18994140625,4491.080078125,4151.1201171875,4376.41015625,1925860000,-0.03779949178693147,4528.76796875,4454.96552734375,0.03176992479074913,40.86807144371316,0.03414980173593164,-0.03921853953955174,1
62,2000-03-31,4397.83984375,4424.43017578125,4171.08984375,4268.64013671875,2118100000,0.03414980173593164,4470.01396484375,4452.714013671875,0.03080166820536772,49.20973779976933,-0.07574714158570983,-0.024470213117014493,0
63,2000-04-03,4077.02001953125,4355.7001953125,4041.239990234375,4355.7001953125,1739920000,-0.07574714158570983,4344.47197265625,4433.706005859375,0.03506475509807683,46.16112815254347,-0.0105657731104671,-0.019507065261060885,0
64,2000-04-04,4034.169921875,4146.5,3525.43994140625,4089.780029296875,2889100000,-0.0105657731104671,4234.6279296875,4415.872998046875,0.03500859294950678,47.4768107752058,-0.0009696686433829277,-0.03146526351801594,0
65,2000-04-05,4030.260009765625,4156.43017578125,3884.320068359375,4028.39990234375,1947700000,-0.0009696686433829277,4157.895947265625,4395.101989746094,0.03480086440404411,40.383504359305554,0.013914242064076442,-0.10359877607058825,1
66,2000-04-06,4086.72998046875,4161.419921875,4005.31005859375,4036.389892578125,1746450000,0.013914242064076442,4125.203955078125,4370.125500488281,0.03406771850647075,39.275486632016715,0.048898128158468876,-0.13972485059187723,1
67,2000-04-07,4291.52978515625,4292.8798828125,4111.18017578125,4111.18017578125,1563430000,0.048898128158468876,4103.941943359375,4355.343981933594,0.03619072459748326,50.90706815709375,-0.07078399372975619,-0.2910080537303092,0
68,2000-04-10,3998.260009765625,4308.6201171875,3998.10009765625,4293.6298828125,1446140000,-0.07078399372975619,4088.18994140625,4333.9169921875,0.03861639693926629,37.32742233584999,-0.022523971367422225,-0.12471723131636062,0
69,2000-04-11,3909.2099609375,4049.550048828125,3829.389892578125,3987.239990234375,1679390000,-0.022523971367422225,4063.19794921875,4318.027978515625,0.03764120405525048,30.02648091728649,-0.07310318119595516,-0.050738592389403196,0
70,2000-04-12,3633.6298828125,3943.679931640625,3632.409912109375,3909.0,1921090000,-0.07310318119595516,3983.871923828125,4293.208984375,0.04053023213823532,23.436005339887373,-0.022211832457212678,-0.014012122447532213,0
71,2000-04-13,3553.81005859375,3831.699951171875,3552.510009765625,3645.7900390625,1951500000,-0.022211832457212678,3877.287939453125,4253.232983398438,0.038177158650311335,21.29492824267922,-0.10238507497996298,-0.013747016749710777,0
72,2000-04-14,3207.9599609375,3536.409912109375,3138.419921875,3536.409912109375,2555780000,-0.10238507497996298,3660.573974609375,4191.608471679688,0.042646755444156206,17.666898015323852,0.09550682868419241,0.04437832220935266,1
73,2000-04-17,3529.449951171875,3530.669921875,3107.419921875,3194.5,2482830000,0.09550682868419241,3566.811962890625,4155.023474121093,0.048930349657681615,29.044911122858153,0.05145466755953524,0.02576285080965256,1
74,2000-04-18,3715.81005859375,3717.659912109375,3511.81005859375,3531.070068359375,2152720000,0.05145466755953524,3528.131982421875,4118.347473144531,0.049429024989046,36.212351137494124,-0.03637671125408431,-0.05820364857530617,0
75,2000-04-19,3583.070068359375,3753.449951171875,3578.89990234375,3720.239990234375,1760270000,-0.03637671125408431,3518.02001953125,4067.6604736328127,0.048774712319627475,36.661120928942466,-0.02194672675939113,0.030102717190860134,0
76,2000-04-20,3505.2900390625,3632.239990234375,3453.300048828125,3587.27001953125,1422730000,-0.02194672675939113,3508.316015625,4009.8939697265623,0.04841595683979723,31.64074293472595,-0.04425973602089947,0.0736448619695676,0
77,2000-04-24,3353.530029296875,3448.22998046875,3200.89990234375,3448.22998046875,1540710000,-0.04425973602089947,3537.430029296875,3942.9899780273436,0.0485981790628544,34.00582574890342,0.07689135728449216,0.13280951868070665,1
78,2000-04-25,3621.56005859375,3622.2900390625,3371.2099609375,3371.2099609375,1622910000,0.07689135728449216,3555.85205078125,3888.8314819335938,0.05281137461599128,41.70436569137108,-0.03251183182542352,0.0015864544716703702,0
79,2000-04-26,3505.7099609375,3690.2900390625,3505.110107421875,3622.800048828125,1592830000,-0.03251183182542352,3513.83203125,3834.947473144531,0.05291354174481951,39.90803473854917,0.05192965451208199,0.015974021180036022,1
80,2000-04-27,3692.570068359375,3692.919921875,3390.60009765625,3504.199951171875,1548760000,0.05192965451208199,3535.73203125,3798.87998046875,0.05451924850144083,42.778943707410534,0.02159541801931638,-0.03355265989147058,1
81,2000-04-28,3773.179931640625,3790.780029296875,3696.419921875,3696.419921875,1583710000,0.02159541801931638,3589.310009765625,3775.0294799804688,0.05448111159503597,40.051057680277516,0.01490492069023967,-0.02273618518383072,1
82,2000-05-01,3829.840087890625,3871.929931640625,3777.050048828125,3789.199951171875,1500610000,0.01490492069023967,3684.572021484375,3746.6294921875,0.05390242968196086,46.4444974050451,-0.054331706924544136,-0.08390759029121138,0
83,2000-05-02,3627.31005859375,3824.469970703125,3626.5400390625,3768.0400390625,1438040000,-0.054331706924544136,3685.722021484375,3724.143994140625,0.05266152866318911,44.3209318640882,-0.018124265117057736,-0.05149196673697491,0
84,2000-05-03,3562.159912109375,3627.31005859375,3435.300048828125,3627.31005859375,1480050000,-0.018124265117057736,3697.01201171875,3700.543493652344,0.05272428404720987,48.42680452814776,0.0024029734405753823,-0.09333494202602488,1
85,2000-05-04,3570.72998046875,3627.35009765625,3518.1201171875,3561.719970703125,1287850000,0.0024029734405753823,3672.643994140625,3677.5669921875,0.05274735447899253,50.384501607046275,0.03241189272695605,-0.05442993230462422,1
86,2000-05-05,3688.360107421875,3692.39990234375,3534.070068359375,3571.27001953125,1197290000,0.03241189272695605,3655.680029296875,3657.6484985351562,0.053275419089968044,62.18040291940584,-0.04626648441714098,-0.07956996450843165,0
87,2000-05-08,3521.60009765625,3688.360107421875,3521.050048828125,3688.360107421875,1142710000,-0.04626648441714098,3594.03203125,3619.1520141601563,0.05243935953693386,49.78402318333425,-0.021916083370307676,-0.0026984324676896086,0
88,2000-05-09,3445.260009765625,3567.9599609375,3401.820068359375,3525.22998046875,1454780000,-0.021916083370307676,3557.622021484375,3591.5020141601562,0.05055722859917085,42.07653359847538,-0.05996724040610764,0.05687534398871561,0
89,2000-05-10,3244.72998046875,3436.679931640625,3234.9599609375,3436.679931640625,1580110000,-0.05996724040610764,3494.13603515625,3558.2780151367188,0.05182251823264447,40.46961969969944,0.041307983161975974,0.09005630289571873,1
90,2000-05-11,3381.570068359375,3381.699951171875,3237.860107421875,3311.510009765625,1370230000,0.041307983161975974,3456.304052734375,3545.6750244140626,0.050713430866912816,46.62726775257273,0.0072718605231486344,0.013155464232524451,1
91,2000-05-12,3406.25,3504.81005859375,3381.570068359375,3381.570068359375,1220040000,0.0072718605231486344,3399.88203125,3538.297021484375,0.05057209733086482,51.5441919016756,0.030605047623601014,-0.04368851724548089,1
92,2000-05-15,3512.110107421875,3512.2099609375,3314.43994140625,3404.56005859375,1155810000,0.030605047623601014,3397.984033203125,3553.504528808594,0.045147033957137137,46.457634267629885,0.037657693086097545,-0.07304610106145468,1
93,2000-05-16,3646.889892578125,3653.760009765625,3520.97998046875,3520.97998046875,1495270000,0.037657693086097545,3438.310009765625,3559.3765258789062,0.040639667045733074,54.51400061230286,-0.026786281499104513,-0.18748610499934062,0
94,2000-05-17,3550.5,3635.030029296875,3527.669921875,3635.030029296875,1227380000,-0.026786281499104513,3499.464013671875,3551.1110229492188,0.039336611837508965,45.17860773608101,-0.03559285550121829,-0.11010974389856823,0
95,2000-05-18,3426.35009765625,3575.780029296875,3426.35009765625,3547.52001953125,1258610000,-0.03559285550121829,3508.42001953125,3543.2750244140625,0.03930122155425062,38.56758485014167,-0.049572120954856747,-0.10032574723548952,0
96,2000-05-19,3260.639892578125,3425.3798828125,3259.179931640625,3425.3798828125,1366930000,-0.049572120954856747,3479.297998046875,3531.042517089844,0.040497666982824164,32.4960621763214,0.0012474638076274156,-0.050056961310455776,1
97,2000-05-22,3264.7099609375,3269.5400390625,3029.139892578125,3261.469970703125,1615480000,0.0012474638076274156,3429.81796875,3526.601513671875,0.039356327629216876,37.29911929067102,-0.07678231085178833,0.04472249426961565,0
98,2000-05-23,3023.419921875,3298.4599609375,3022.52001953125,3262.77001953125,1330440000,-0.07678231085178833,3305.123974609375,3496.6945068359373,0.038264627355230764,33.20217400207389,0.050590079601667864,0.09480435245524339,1
99,2000-05-24,3180.31005859375,3185.739990234375,2897.27001953125,3023.489990234375,2087980000,0.050590079601667864,3231.085986328125,3480.42451171875,0.04005037467639181,38.85737275473093,-0.025808858838139662,0.10119247459880193,0
